motivo_rejeicao,nome_original_csv,nome_limpo,spacy_pessoa,spacy_entidades,estado,data_publicacao,tipo_ato,cargo,orgao,assinante,cargo_assinante,categoria_assinante,governador_edicao,representante_governo,origem_representante,fonte_url,arquivo_markdown,arquivo_csv,linha_csv
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-07-12,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVRCWmQxRXdWVEZOUlVsMFQwVkdRMUpETURCU1ZVbDZURlJuTlUwd1RYUk5NRkpGVWtSTk5FMTZWWGRQUkUwMFRWUmpNMDlFVFhsTlJHc3lUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-07-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,3015
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-07-11,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZWR1JVOUZVa1pPUlVWMFRVVk5NazVUTURCTmFrNUdURlJuTlUxNmEzUlJlbEUxVW1wWmVrNUZWVE5SVkdSSFRWUmpNMDlFVFhsTlZFVjVUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-07-11.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,3069
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2018-07-10,nomeacao,,,,Governador,1,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSTk1sRlZSWGxPUlVsMFVtcHJORkZwTURCTmVrRjZURlJuTTAxNlkzUlBSRTVIVFVWRmVsRnFaekZTVlZreVRWUmpNMDlFVFhsTlZFbDVUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-07-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,3072
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-07-10,nomeacao,,,,Governador,1,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSTk1sRlZSWGxPUlVsMFVtcHJORkZwTURCTmVrRjZURlJuTTAxNlkzUlBSRTVIVFVWRmVsRnFaekZTVlZreVRWUmpNMDlFVFhsTlZFbDVUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-07-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,3077
inicio_suspeito,DE SOUZA RAMOS ALINE,DE SOUZA RAMOS ALINE,sim,SOUZA RAMOS ALINE:MISC|Souza Ramos Aline:PER,RJ,2018-07-05,exoneracao,do cargo em co- missão de Assistente,da Fundação para a Infância e Adolescência da,,Governador,1,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZSak1FMUVhRVpOVkZsMFVrVlZNVkpETURCU1JHY3lURlJuZWs5RldYUk5WVmt5VFZWTmVFOUZUVEJPTUZWNlRWUmpNMDlFVFhsTlZGVjZUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-07-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,3164
inicio_suspeito,DE SOUZA BENTO FERNANDES,DE SOUZA BENTO FERNANDES,sim,SOUZA BENTO FERNANDES:PER,RJ,2018-06-11,exoneracao,,do Departamento de Recursos Minerais - DRM-RJ,,Governador,1,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0Uk0wMXJUa2ROVlZGMFRsVktRMDFwTURCUlZGVjVURlJyZWswd1VYUlJlbWN5VDBSV1FrMVVUa1ZSTUUwd1RWUmpNMDlFVFhsT1ZFMTVUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-06-11.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,3634
termo_administrativo,MARCOS ENOQUE DA SILVA NO CARGO DE AGENTE SOCIOEDUCATIVO MASCULINO,MARCOS ENOQUE DA SILVA NO CARGO DE AGENTE SOCIOEDUCATIVO MASCULINO,sim,MARCOS ENOQUE DA SILVA:PER,RJ,2018-06-05,nomeacao,,do Departamento Geral de Ações Socioeducativas - DEGASE,,Governador,1,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSQk1WRlVWVFJTVkZWMFVrUmFRazlETURCU1ZHUkhURlZHUTAxNmEzUk5WRTE2VDBSTmVVMXFXa2RTUlZFelRWUmpNMDlFVFhsT1ZHczBUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-06-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,3706
termo_administrativo,NATAN PORTO FERREIRA EM COMISSÃO DE SECRETÁRIO II,NATAN PORTO FERREIRA EM COMISSÃO DE SECRETÁRIO II,sim,NATAN:ORG|COMISSÃO DE SECRETÁRIO II:MISC|Natan Porto Ferreira:PER,RJ,2018-05-07,exoneracao,da Assessoria de formática,do Departamento Geral de Administração e Finanças,NATAN PORTO FERREIRA EM COMISSÃO DE,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSRk5FNUZTa1ZSZWtGMFRtdFZNazVwTURCU1JHeENURlZKZWxKVVkzUk5hMVV3VVhwSk5VNVVhekZPYTFwRlRWUmpNMDlFVFhsUFZGa3dUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-05-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,4179
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-04-18,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSS1JWRlZTVEpTYWxGMFVtcENSVTFUTURCT2FtTTBURlZHUjA0d1RYUlJla3BHVGtWRmVsSnJVVFJOVkVFMFRWUmpNMDlFVFhwTlZFVTFUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-04-18.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,4532
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-04-18,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSS1JWRlZTVEpTYWxGMFVtcENSVTFUTURCT2FtTTBURlZHUjA0d1RYUlJla3BHVGtWRmVsSnJVVFJOVkVFMFRWUmpNMDlFVFhwTlZFVTFUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-04-18.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,4533
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-04-18,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSS1JWRlZTVEpTYWxGMFVtcENSVTFUTURCT2FtTTBURlZHUjA0d1RYUlJla3BHVGtWRmVsSnJVVFJOVkVFMFRWUmpNMDlFVFhwTlZFVTFUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-04-18.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,4534
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-04-18,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSS1JWRlZTVEpTYWxGMFVtcENSVTFUTURCT2FtTTBURlZHUjA0d1RYUlJla3BHVGtWRmVsSnJVVFJOVkVFMFRWUmpNMDlFVFhwTlZFVTFUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-04-18.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,4535
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-04-18,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSS1JWRlZTVEpTYWxGMFVtcENSVTFUTURCT2FtTTBURlZHUjA0d1RYUlJla3BHVGtWRmVsSnJVVFJOVkVFMFRWUmpNMDlFVFhwTlZFVTFUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-04-18.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,4536
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-04-18,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSS1JWRlZTVEpTYWxGMFVtcENSVTFUTURCT2FtTTBURlZHUjA0d1RYUlJla3BHVGtWRmVsSnJVVFJOVkVFMFRWUmpNMDlFVFhwTlZFVTFUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-04-18.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,4537
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-04-18,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSS1JWRlZTVEpTYWxGMFVtcENSVTFUTURCT2FtTTBURlZHUjA0d1RYUlJla3BHVGtWRmVsSnJVVFJOVkVFMFRWUmpNMDlFVFhwTlZFVTFUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-04-18.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,4538
termo_administrativo,CARLOS EDUARDO GOMES MARINHO NO CARGO DE AGENTE SOCIOEDUCATIVO MASCULINO,CARLOS EDUARDO GOMES MARINHO NO CARGO DE AGENTE SOCIOEDUCATIVO MASCULINO,sim,CARLOS EDUARDO:PER,RJ,2018-04-09,nomeacao,,do Departamento Geral de Ações Socioeducativas - DEGASE,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG5wYVIwNXFTa1JPUkVsMFVrVlJlazlETURCTlJHTXdURlZGZVZKVVdYUk9lazVEVWtSbk5FMHdXa1JSVkZFd1RWUmpNMDlFVFhwTmFsRXpUVUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-04-09.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,4710
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-03-16,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSbmVrMXJVa1ZPVkZsMFRtdFNSRTE1TURCUFZVcEZURlJyTVZKRlJYUk5NRVY2VG1wV1ExRlVWa2RPVkd4RVRWUmpNMDlFVFhwT1ZGbDNUVUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-03-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5112
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-03-13,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBSUk1GRnFWWGRQUkZGMFQwVldSRkZUTURCUlZFMTVURlZGTWs1VVdYUk9SVWt4VWxSS1IwNXFaekJSYWs1RFRWUmpNMDlFVFhwT2FrVjRUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-03-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5163
tem_numero;termo_administrativo,MATRÍCULA 1842... LEIA-SE,MATRÍCULA 1842... LEIA-SE,sim,MATRÍCULA:MISC|LEIA-SE:PER,RJ,2018-03-12,exoneracao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwSk1VNTZXVFJPYWxWMFRsUmpNVTlUTURCT2VrMHdURlJyTVZKRlJYUlJlbXhGVG1wamVVNUZUVEpQUkdSSFRWUmpNMDlFVFhwT2FrMTZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-03-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5219
tem_numero;termo_administrativo,MATRÍCULA 1842... LEIA-SE,MATRÍCULA 1842... LEIA-SE,sim,MATRÍCULA:MISC|LEIA-SE:PER,RJ,2018-03-12,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwSk1VNTZXVFJPYWxWMFRsUmpNVTlUTURCT2VrMHdURlJyTVZKRlJYUlJlbXhGVG1wamVVNUZUVEpQUkdSSFRWUmpNMDlFVFhwT2FrMTZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-03-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5220
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-02-27,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0Uk5WSnFWWGhTVlVsMFRUQk9RazlUTURCTlJHdDRURlJzUms5RVZYUk9WVWw1VDBSQ1JVMVZUVEJOUlVwR1RWUmpNMDlFVFhwT2VtZDNUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-02-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5408
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-02-27,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0Uk5WSnFWWGhTVlVsMFRUQk9RazlUTURCTlJHdDRURlJzUms5RVZYUk9WVWw1VDBSQ1JVMVZUVEJOUlVwR1RWUmpNMDlFVFhwT2VtZDNUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-02-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5409
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-02-21,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtWYVJsSlZSWGxPUkZsMFVrUk9RazU1TURCUFJHaEVURlJuTWs1cWEzUlNSRnBHVW10T1FrOUZTVEZSYTFVeFRWUmpNMDlFVFhwUFJFMHdUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-02-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5493
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2018-02-16,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSYVFrOVZXVEpPYWtWMFRXdFplVTlUTURCU1JHaERURlJuZVU1NlVYUlBWVVpDVDFWUk5GSnFTWGhPVlVVMFRWUmpNMDlFVFhwUFJGazBUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-02-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5526
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2018-02-08,exoneracao,do cargo em comissão de Coordenador,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZWTk1GRlZSa1pOVkVsMFVXcENSVTFUTURCTlZVMTRURlJuZVU1RVFYUlJlbEYzVDFSS1JGRXdUa1ZTYTBwSFRWUmpNMDlFVFhwUFZFRjNUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-02-08.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5546
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2018-02-08,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZWTk1GRlZSa1pOVkVsMFVXcENSVTFUTURCTlZVMTRURlJuZVU1RVFYUlJlbEYzVDFSS1JGRXdUa1ZTYTBwSFRWUmpNMDlFVFhwUFZFRjNUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-02-08.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5547
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2018-02-08,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZWTk1GRlZSa1pOVkVsMFVXcENSVTFUTURCTlZVMTRURlJuZVU1RVFYUlJlbEYzVDFSS1JGRXdUa1ZTYTBwSFRWUmpNMDlFVFhwUFZFRjNUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-02-08.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5548
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2018-02-08,exoneracao,do cargo em comissão de Assistente,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZWTk1GRlZSa1pOVkVsMFVXcENSVTFUTURCTlZVMTRURlJuZVU1RVFYUlJlbEYzVDFSS1JGRXdUa1ZTYTBwSFRWUmpNMDlFVFhwUFZFRjNUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-02-08.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5550
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2018-01-25,exoneracao,do cargo em comissão de Assistente II,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWV1IxSlVXa1JTUkVsMFVtcEZORTlUTURCUFJVcEVURlJyTWxKRVJYUk5NRWt6VVhwR1JFOVVSa1JOYWxreVRWUmpNMDlFVFRCTlZFVXhUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-01-25.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5761
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2018-01-12,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWU1JsSlViRU5SYWtsMFVsUm5ORkpETURCUFJVMHlURlZHUWs1VlJYUlBWRUY2VVdwbmVGSlZTa2ROVkdoRFRWUmpNMDlFVFRCTmFra3pUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-01-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5937
termo_administrativo,ASSISTENTE PREVIDENCIÁRIO,ASSISTENTE PREVIDENCIÁRIO,sim,PREVIDENCIÁRIO:LOC|Assistente Previdenciário:PER,RJ,2018-01-12,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWU1JsSlViRU5SYWtsMFVsUm5ORkpETURCUFJVMHlURlZHUWs1VlJYUlBWRUY2VVdwbmVGSlZTa2ROVkdoRFRWUmpNMDlFVFRCTmFra3pUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2018\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2018-01-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2018.csv,5939
tem_numero,LEIA-SE: 'MATRÍCULA Nº 40.051-5,LEIA-SE: 'MATRÍCULA Nº 40.051-5,sim,LEIA-SE:PER,RJ,2019-12-10,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGpCUmQxSlZUVFJPVlZsMFRsVkZkMDVETURCT1ZWVXhURlZKTWxGNlkzUk5WRTVFVFRCVmQxSnFRa1ZSVkdkNFRWUmpNMDlFU1hoT1ZFRjRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2019\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2019-12-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2019.csv,435
termo_administrativo,PRISCILA DA MOTA MELLO NO CARGO DE ASSISTENTE TÉCNICO ADMINISTRATIVO,PRISCILA DA MOTA MELLO NO CARGO DE ASSISTENTE TÉCNICO ADMINISTRATIVO,sim,MOTA:MISC|TÉCNICO:ORG|Priscila Da Mota Mello:PER,RJ,2019-12-03,nomeacao,,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN,APOSTILA DO,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG5wak1VNVZUVE5OVkVGMFRVUm5lVTFETURCT1JHYzBURlZKTUU5RVkzUlNSVlpFVVdwSmVGSkViRUpTVkZVeVRWUmpNMDlFU1hoT2Fra3pUWGM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2019\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2019-12-03.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2019.csv,675
