motivo_rejeicao,nome_original_csv,nome_limpo,spacy_pessoa,spacy_entidades,estado,data_publicacao,tipo_ato,cargo,orgao,assinante,cargo_assinante,categoria_assinante,governador_edicao,representante_governo,origem_representante,fonte_url,arquivo_markdown,arquivo_csv,linha_csv
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2015-11-05,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSa1ExSlZWVEZQVkZsMFVsUkZORTFETURCUFZWa3dURlJuTVUxVVRYUlJWVVV3VG5wT1IxSlZSVEJOVkdkNVRWUmpNMDlFVlRCT1ZGbDZUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2015-11-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,664
tem_numero;termo_administrativo,ID FUNCIONAL Nº2040082-9,ID FUNCIONAL Nº2040082-9,sim,ID FUNCIONAL:PER,RJ,2015-10-20,exoneracao,do cargo em comissão de Assessor de Liquidação,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wb1ExSkVSVEJOUkZWMFQxUkJlRTFwTURCU1ZGVjNURlJvUTAxVVVYUk9WRlY1VG5wV1JFMVZVVFZPYWtFeVRWUmpNMDlFVlRGTlJFRTBUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2015-10-20.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,889
tem_numero;termo_administrativo,ID FUNCIONAL Nº2713357-5,ID FUNCIONAL Nº2713357-5,sim,ID FUNCIONAL:PER,RJ,2015-10-20,exoneracao,do cargo em comissão de Assessor Financeiro,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wb1ExSkVSVEJOUkZWMFQxUkJlRTFwTURCU1ZGVjNURlJvUTAxVVVYUk9WRlY1VG5wV1JFMVZVVFZPYWtFeVRWUmpNMDlFVlRGTlJFRTBUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2015-10-20.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,890
termo_administrativo;muito_longo,VANESSA CAROLINE BRAGA NO CARGO DE ANALISTA DE SISTEMAS. A MESMA DEVERÁ COMPARECER NA,VANESSA CAROLINE BRAGA NO CARGO DE ANALISTA DE SISTEMAS. A MESMA DEVERÁ COMPARECER NA,sim,CARGO DE ANALISTA:MISC|SISTEMAS:MISC|MESMA DEVERÁ COMPARECER:MISC|Vanessa Caroline Braga:PER,RJ,2015-10-09,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVdwYVJVMTZVa1JOVkZGMFRsUnJNazFETURCT01FbDZURlJvUmxKcVZYUk9lbWhIVWxSSk5GRlVUVE5OZWsxNlRWUmpNMDlFVlRGTmFrRXpUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\10\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2015-10-09.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,988
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2015-09-14,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwV1JsSkVTa1JTUkVsMFRrVkdSazFETURCU1JHTXpURlJzUmsxNlNYUk5WRTEzVVRCWk1sRnFaelZQVkZaSFRWUmpNMDlFVlRGUFJFMHpUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2015-09-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,1318
termo_administrativo;muito_longo,RHAUANNE ARAUJO RODRIGUES NO CARGO DE AUXILIAR DE TURMA. A MESMA DEVERÁ COMPARECER NA,RHAUANNE ARAUJO RODRIGUES NO CARGO DE AUXILIAR DE TURMA. A MESMA DEVERÁ COMPARECER NA,sim,RHAUANNE ARAUJO RODRIGUES:MISC|CARGO DE AUXILIAR:MISC|TURMA:ORG|MESMA DEVERÁ COMPARECER:MISC|Rhauanne Araujo Rodrigues:PER,RJ,2015-08-24,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSQ1FrMXJSVEJOYW1kMFRXcFZlazlUTURCUlZHUkhURlJuTkU1RVozUk5la0Y0VGtSYVExSkVaRU5PYW1ONVRWUmpNMDlFVlRKTmFrRXlUWGM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\08\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2015-08-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,1523
termo_administrativo,ID FUNCIO,ID FUNCIO,nao,ID FUNCIO:ORG|Id Funcio:LOC,RJ,2015-08-17,exoneracao,,,,Governador,1,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxWV1IwMTZVVFJSYWxWMFRXdGFSMDE1TURCUFJFMTZURlZLUmxKcVkzUlBWVlV6VDBWS1JsSkZTVEpQUlZsNFRWUmpNMDlFVlRKT1JGRXdUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2015-08-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,1617
termo_administrativo,JHAYANA COUTO AMORIM LINS NO CARGO DE PSICÓLOGO. A MESMA DEVERÁ COMPARECER NA,JHAYANA COUTO AMORIM LINS NO CARGO DE PSICÓLOGO. A MESMA DEVERÁ COMPARECER NA,sim,JHAYANA:PER,RJ,2015-08-17,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVRCTmVGRXdUWHBPYW10MFRYcHNSazU1TURCT1JFNUNURlJuTkZKRlZYUlJlazAwVFdwTk1FNVVRVEpOUlZVeVRWUmpNMDlFVlRKT1JGRXdUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\08\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2015-08-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,1631
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2015-08-05,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSWmQwNXFZM2RQUlZsMFVtdFNSRTU1TURCU1JGcERURlJuTUZGclJYUlNSVTE1VGpCVk5WRjZTWHBSVkZGM1RWUmpNMDlFVlRKT2FrVTFUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2015-08-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,1803
termo_administrativo;muito_longo,GIANNE FERREIRA SOARES DE SIQUEIRA NO CARGO DE PSICÓLOGA. A MESMA DEVERÁ COMPARECER NA,GIANNE FERREIRA SOARES DE SIQUEIRA NO CARGO DE PSICÓLOGA. A MESMA DEVERÁ COMPARECER NA,sim,GIANNE FERREIRA:MISC|CARGO DE PSICÓLOGA:MISC|MESMA DEVERÁ COMPARECER:MISC|Gianne Ferreira Soares:PER,RJ,2015-07-28,nomeacao,,,,,,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10R1JFMVVXa05SZW1OMFVYcG5NVkY1TURCUFZGcEVURlZKZWxKRVFYUlJhbEV4VVRCVmQwMVVUa1pOVkdzMVRWUmpNMDlFVlRKT2Vsa3lUWGM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\07\DOERJ_DO_CAMPOS_PODER_EXECUTIVO_2015-07-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,1893
menos_de_2_tokens,LEIA-SE,LEIA-SE,sim,LEIA-SE:PER,RJ,2015-07-22,nomeacao,,,,Secretario,5,Wilson Jose Witzel - Governador,Wilson Jose Witzel,Executivo estadual,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFWYVIxRjZhek5TVlZsMFRsUk9SMDVwTURCUFJWcEhURlZKZDFGVldYUlNhbEY1VFZSak1GRlZSVFJOVkdzMVRWUmpNMDlFVlRKUFJGVXpUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2015\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2015-07-22.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2015.csv,2021
